TABLE_NAME,FIELD_NAME,FIELD_TYPE,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,TRUTH_LEVEL,FILTER_POLICY,JOIN_ROLE
METAS_ATIV,META01_INI,TEXT,RANGE1_START,Faixa 1 início,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META01_FIN,TEXT,RANGE1_END,Faixa 1 fim,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META01_COM,TEXT,RANGE1_COMMISSION,Comissão faixa 1,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META02_INI,TEXT,RANGE2_START,Faixa 2 início,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META02_FIN,TEXT,RANGE2_END,Faixa 2 fim,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META02_COM,TEXT,RANGE2_COMMISSION,Comissão faixa 2,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META03_INI,TEXT,RANGE3_START,Faixa 3 início,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META03_FIN,TEXT,RANGE3_END,Faixa 3 fim,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META03_COM,TEXT,RANGE3_COMMISSION,Comissão faixa 3,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,TIPOA,TEXT,TARGET_TYPE,Tipo de apuração,0.98,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,TIPOCOMIS,TEXT,COMMISSION_TYPE,Tipo de comissão,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META04_INI,TEXT,RANGE4_START,Faixa 4 início,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META04_FIN,TEXT,RANGE4_END,Faixa 4 fim,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,META04_COM,TEXT,RANGE4_COMMISSION,Comissão faixa 4,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_ATIV,PLANOTIPO,TEXT,PLAN_TYPE,Tipo de plano,0.98,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,CONTROLE,ID,META_SERV_ID,Identificador único da meta de serviço,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,CTRMETA,ID,META_ID,Referência à tabela METAS,METAS.CONTROLE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,GRUPO,TEXT,GROUP_ID,Grupo de produto/serviço,GRUPOS,0.98,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,PLANOTIPO,TEXT,PLAN_TYPE,Tipo de plano vinculado,PLANOS,0.98,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META,TEXT,TARGET_VALUE,Valor total da meta do serviço,—,0.99,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META01_INI,TEXT,RANGE1_START,Início da faixa 01,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META01_FIN,TEXT,RANGE1_END,Fim da faixa 01,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META01_COM,TEXT,RANGE1_COMMISSION,Comissão da faixa 01,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META02_INI,TEXT,RANGE2_START,Início da faixa 02,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META02_FIN,TEXT,RANGE2_END,Fim da faixa 02,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META02_COM,TEXT,RANGE2_COMMISSION,Comissão da faixa 02,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META03_INI,TEXT,RANGE3_START,Início da faixa 03,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META03_FIN,TEXT,RANGE3_END,Fim da faixa 03,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META03_COM,TEXT,RANGE3_COMMISSION,Comissão da faixa 03,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META04_INI,TEXT,RANGE4_START,Início da faixa 04,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META04_FIN,TEXT,RANGE4_END,Fim da faixa 04,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SERV,META04_COM,TEXT,RANGE4_COMMISSION,Comissão da faixa 04,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,CONTROLE,ID,META_SIMPLE_ID,Identificador único da meta simples,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,EMPRESA,TEXT,COMPANY_ID,Empresa vinculada,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,ANO,TEXT,PERIOD_YEAR,Ano de vigência,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META01,TEXT,TARGET_JAN,Meta de Janeiro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META02,TEXT,TARGET_FEB,Meta de Fevereiro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META03,TEXT,TARGET_MAR,Meta de Março,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META04,TEXT,TARGET_APR,Meta de Abril,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META05,TEXT,TARGET_MAY,Meta de Maio,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META06,TEXT,TARGET_JUN,Meta de Junho,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META07,TEXT,TARGET_JUL,Meta de Julho,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META08,TEXT,TARGET_AUG,Meta de Agosto,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META09,TEXT,TARGET_SEP,Meta de Setembro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META10,TEXT,TARGET_OCT,Meta de Outubro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META11,TEXT,TARGET_NOV,Meta de Novembro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,META12,TEXT,TARGET_DEC,Meta de Dezembro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS01,TEXT,DAYS_JAN,Dias úteis Janeiro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS02,TEXT,DAYS_FEB,Dias úteis Fevereiro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS03,TEXT,DAYS_MAR,Dias úteis Março,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS04,TEXT,DAYS_APR,Dias úteis Abril,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS05,TEXT,DAYS_MAY,Dias úteis Maio,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS06,TEXT,DAYS_JUN,Dias úteis Junho,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS07,TEXT,DAYS_JUL,Dias úteis Julho,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS08,TEXT,DAYS_AUG,Dias úteis Agosto,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS09,TEXT,DAYS_SEP,Dias úteis Setembro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS10,TEXT,DAYS_OCT,Dias úteis Outubro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS11,TEXT,DAYS_NOV,Dias úteis Novembro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DIAS12,TEXT,DAYS_DEC,Dias úteis Dezembro,0.99,,ENRICHMENT,ALLOWED,OPTIONAL
METAS_SIMPLES,DOMINGO,TEXT,SUNDAY_ACTIVE,Considera domingo como dia útil,0.98,,ENRICHMENT,ALLOWED,OPTIONAL
MOVIESTOQUE,DOCUMENTO,TEXT,DOC_REF,Documento origem da movimentação,—,0.98,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,PRODUTO,TEXT,PRODUCT_ID,Produto movimentado,PRODUTOS,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,DATA,DATE,MOVEMENT_DATE,Data da movimentação,—,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,QTD,TEXT,QUANTITY,Quantidade movimentada,—,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,VALOR,DECIMAL,UNIT_VALUE,Valor unitário da movimentação,—,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,HISTORICO,TEXT,HISTORY,Descrição da movimentação,—,0.98,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,TIPO,ENUM,MOVEMENT_TYPE,Tipo da movimentação (E/S/A/T),—,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,LOJA,TEXT,STORE_ID,Loja/empresa,EMPRESAS,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,USUARIO,TEXT,USER_ID,Usuário responsável,USUARIO,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,CTRVENDA,ID,SALE_ID,Venda vinculada,VENDAS,0.98,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,DATA_SERV,DATE,SERVICE_DATE,Data de serviço (quando aplicável),—,0.97,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,CTRENT_ITEM,ID,ENTRY_ITEM_ID,Item de nota/entrada vinculada,NOTAS_ITENS,0.97,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIESTOQUE,CONTABILIZAR,TEXT,POST_TO_GL,Indica se gera efeito contábil,0.99,,EVENT_LOG,ORDER_ONLY,OPTIONAL
MOVIFP,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,CONTROLE,ID,PAYMENT_MOVE_ID,Identificador do movimento financeiro,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,CTRVENDA,ID,SALE_ID,Venda associada ao pagamento,VENDAS.CTRVENDA,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,FORMAPAGTO,TEXT,PAYMENT_METHOD_ID,Forma de pagamento utilizada,FORMAPAGTO.CODIGO,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,TIPO,ENUM,PAYMENT_TYPE,"Tipo do pagamento (dinheiro, crédito, débito etc.)",Classificação,0.98,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,VALOR,DECIMAL,NET_PAYMENT_VALUE,Valor líquido recebido,—,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,OBS,TEXT,PAYMENT_NOTE,Observações do pagamento,Informativo,0.97,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,BRUTO,TEXT,GROSS_PAYMENT_VALUE,Valor bruto do pagamento,—,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,TAXAS,TEXT,PAYMENT_FEES,Taxas aplicadas (operadora/cartão),Financeiro,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,PARCELA,TEXT,INSTALLMENT_NUMBER,Número da parcela,Parcelamento,0.98,ENRICHMENT,ALLOWED,OPTIONAL
MOVIFP,CTRCARTAO,ID,CARD_TRANSACTION_ID,Transação de cartão vinculada,CARTAO.CONTROLE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MUNICIPIO,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
MUNICIPIO,UF_CODIGO,TEXT,STATE_CODE,Código numérico da UF,IBGE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MUNICIPIO,MN_CODIGO,TEXT,CITY_CODE,Código do município,IBGE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MUNICIPIO,MN_NOME,TEXT,CITY_NAME,Nome do município,Endereços,0.99,ENRICHMENT,ALLOWED,OPTIONAL
MUNICIPIO,UF_SIGLA,TEXT,STATE_ABBR,Sigla da UF,Geográfico,0.99,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,CONTROLE,ID,IBPT_ID,Identificador do registro IBPT,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,NCM,TEXT,NCM_CODE,Código NCM do produto,PRODUTOS.NCM,0.99,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,NCMF,TEXT,NCM_FULL_CODE,Código NCM completo (com desdobramento),Fiscal,0.98,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,EX,TEXT,NCM_EXCEPTION,Exceção do NCM (EX TIPI),Fiscal,0.97,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,TABELA,TEXT,IBPT_TABLE,Identificação da tabela IBPT,Versão IBPT,0.98,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,ALIQNAC,TEXT,NATIONAL_TAX_RATE,Alíquota nacional (%),IBPT,0.99,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT,ALIQIMP,TEXT,IMPORT_TAX_RATE,Alíquota importados (%),IBPT,0.99,ENRICHMENT,ALLOWED,OPTIONAL
NCM_IBPT2,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CODIGO,TEXT,IBPT2_ID,Identificador do registro IBPT,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,EX,TEXT,NCM_EXCEPTION,Exceção do NCM (EX TIPI),Fiscal,0.97,ENRICHMENT,ALLOWED,OPTIONAL
,TIPO,ENUM,PRODUCT_ORIGIN_TYPE,Tipo do item (Nacional / Importado),Fiscal,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,NACIONALFEDERAL,TEXT,FEDERAL_TAX_NATIONAL,Alíquota federal – produtos nacionais,IBPT,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORTADOSFEDERAL,TEXT,FEDERAL_TAX_IMPORTED,Alíquota federal – produtos importados,IBPT,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ESTADUAL,TEXT,STATE_TAX_RATE,Alíquota estadual (%),IBPT,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,MUNICIPAL,TEXT,MUNICIPAL_TAX_RATE,Alíquota municipal (%),IBPT,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VIGENCIAINICIO,TEXT,VALID_FROM,Data inicial de vigência,Controle legal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VIGENCIAFIM,TEXT,VALID_TO,Data final de vigência,Controle legal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CHAVE,TEXT,IBPT_HASH_KEY,Chave de validação do IBPT,Integridade,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,VERSAO,TEXT,IBPT_VERSION,Versão da tabela IBPT,Versionamento,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,FONTE,TEXT,DATA_SOURCE,Fonte oficial do dado,Compliance,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,DESCRICAO,TEXT,TAX_DESCRIPTION,Descrição do enquadramento tributário,Fiscal,0.98,ENRICHMENT,ALLOWED,OPTIONAL
NCM_ICMS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,NCM_ICMS_ID,Identificador da regra ICMS,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,NCM,TEXT,NCM_CODE,Código NCM do produto,PRODUTOS.NCM,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ORIGEM,TEXT,STATE_ORIGIN,UF de origem da mercadoria,Fiscal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,DESTINO,TEXT,STATE_DESTINATION,UF de destino da mercadoria,Fiscal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS_UFDEST,TEXT,ICMS_DEST_RATE,Alíquota ICMS da UF destino,DIFAL,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS_INTER,TEXT,ICMS_INTERSTATE_RATE,Alíquota interestadual,Fiscal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,FCP,TEXT,FCP_RATE,Fundo de Combate à Pobreza,Fiscal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ORIGEM_MERC,TEXT,GOODS_ORIGIN,Origem da mercadoria (nacional/importada),Fiscal,0.98,ENRICHMENT,ALLOWED,OPTIONAL
NFISCAL_CTR,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,FISCAL_CTRL_ID,Identificador do controle fiscal,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,LOJA,TEXT,STORE_ID,Loja/empresa emissora,EMPRESAS.CODIGO,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,MODELO,TEXT,FISCAL_MODEL,"Modelo do documento fiscal (55, 65 etc.)",NF-e/NFC-e,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,SERIE,TEXT,FISCAL_SERIES,Série do documento fiscal,Fiscal,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,NUMERO,TEXT,LAST_DOC_NUMBER,Último número utilizado,Sequencial,0.99,ENRICHMENT,ALLOWED,OPTIONAL
NFISCAL_NFE,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,NFE_STATUS_ID,Identificador do status da NF-e,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CTRNOTA,ID,FISCAL_NOTE_ID,Nota fiscal associada,NOTAS.CONTROLE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CHAVE,TEXT,NFE_ACCESS_KEY,Chave de acesso da NF-e,SEFAZ,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,RECIBO,TEXT,NFE_RECEIPT,Recibo de envio à SEFAZ,Transmissão,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PROTOCOLO,TEXT,NFE_PROTOCOL,Protocolo de autorização,Autorização,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,MOTIVO,TEXT,SEFAZ_REASON,Motivo retornado pela SEFAZ,Retorno,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,MSG,TEXT,SEFAZ_MESSAGE,Mensagem detalhada da SEFAZ,Log fiscal,0.98,ENRICHMENT,ALLOWED,OPTIONAL
NF_ITENS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,NF_ITEM_ID,Identificador único do item da nota fiscal,PK,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,LOJA,TEXT,STORE_ID,Loja emissora da nota,EMPRESAS.CONTROLE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PRODUTO,TEXT,PRODUCT_ID,Produto faturado,PRODUTOS.CONTROLE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ITEM,TEXT,ITEM_NUMBER,Número sequencial do item na nota,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CFOP,TEXT,CFOP_CODE,Código fiscal da operação,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CST,TEXT,ICMS_CST,CST do ICMS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,UND,TEXT,UNIT,Unidade de medida,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS,TEXT,ICMS_RATE,Alíquota de ICMS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,IPI,TEXT,IPI_RATE,Alíquota de IPI,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VR_IPI,DECIMAL,IPI_VALUE,Valor do IPI,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,QUANTIDADE,TEXT,QUANTITY,Quantidade faturada,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VR_UNIT,DECIMAL,UNIT_PRICE,Valor unitário do item,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VR_TOTAL,DECIMAL,ITEM_TOTAL,Valor total do item,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CTRNOTA,ID,FISCAL_NOTE_ID,Identificador da nota fiscal,NF.CONTROLE,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,MOVIEST,TEXT,STOCK_MOVEMENT,Indica movimentação de estoque,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,ENT_SAI,TEXT,ENTRY_EXIT,Entrada ou saída,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,DESCRICAO,TEXT,ITEM_DESCRIPTION,Descrição complementar do item,-,0.97,ENRICHMENT,ALLOWED,OPTIONAL
,REDUCAO,TEXT,ICMS_REDUCTION,Percentual de redução da base ICMS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,BASEC,TEXT,ICMS_BASE,Base de cálculo do ICMS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS_VALOR,TEXT,ICMS_VALUE,Valor do ICMS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS_UFDEST,TEXT,ICMS_DEST_RATE,Alíquota ICMS UF destino,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS_INTER,TEXT,ICMS_INTER_RATE,Alíquota ICMS interestadual,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,FCP,TEXT,FCP_RATE,Alíquota do FCP,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VICMS_UFDEST,TEXT,ICMS_DEST_VALUE,Valor ICMS UF destino,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VICMS_INTER,TEXT,ICMS_INTER_VALUE,Valor ICMS interestadual,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,VFCP,TEXT,FCP_VALUE,Valor do FCP,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CTRMOVIC,ID,STOCK_MOVE_ID,Movimento de estoque vinculado,MOVIC.CONTROLE,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,BASEC_ST,TEXT,ICMS_ST_BASE,Base de cálculo ICMS ST,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PMVA,TEXT,MVA_PERCENT,Percentual MVA,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PICMS_ST,TEXT,ICMS_ST_RATE,Alíquota ICMS ST,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,ICMS_ST,TEXT,ICMS_ST_VALUE,Valor ICMS ST,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PIS_VALOR,TEXT,PIS_VALUE,Valor do PIS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PIS_ALIQ,TEXT,PIS_RATE,Alíquota do PIS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,COFINS_VALOR,TEXT,COFINS_VALUE,Valor da COFINS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,COFINS_ALIQ,TEXT,COFINS_RATE,Alíquota da COFINS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,NITEMPED,TEXT,ORDER_ITEM_NUMBER,Número do item no pedido,PEDIDO_ITENS.ITEM,0.97,ENRICHMENT,ALLOWED,OPTIONAL
,DI_NDI,TEXT,DI_NUMBER,Número da DI,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_DDI,TEXT,DI_DATE,Data da DI,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_XLOCDESEMB,TEXT,DI_CLEAR_LOCATION,Local do desembaraço,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_UFDESEMB,TEXT,DI_CLEAR_STATE,UF do desembaraço,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_DDESEMB,TEXT,DI_CLEAR_DATE,Data do desembaraço,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_TPVIATRANSP,TEXT,DI_TRANSPORT_TYPE,Tipo de transporte,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_VAFRMM,TEXT,DI_AFRMM_VALUE,Valor AFRMM,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_TPINTERMEDIO,TEXT,DI_INTERMEDIATION,Tipo de intermediação,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_CNPJ,TEXT,DI_IMPORTER_CNPJ,CNPJ do importador,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_UFTERCEIRO,TEXT,DI_THIRD_STATE,UF do terceiro,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_CEXPORTADOR,TEXT,DI_EXPORTER,Exportador,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_NADICAO,TEXT,DI_ADDITION,Número da adição,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_NSEQADIC,TEXT,DI_SEQ_ADDITION,Sequência da adição,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_CFABRICANTE,TEXT,DI_MANUFACTURER,Fabricante,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_VDESCDI,TEXT,DI_DISCOUNT,Valor desconto DI,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,DI_NDRAW,TEXT,DI_DRAWBACK,Número drawback,-,0.98,ENRICHMENT,ALLOWED,OPTIONAL
,IPI_CST,TEXT,IPI_CST_CODE,CST do IPI,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,IPI_VBC,TEXT,IPI_BASE,Base de cálculo do IPI,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,FCP_VBC,TEXT,FCP_BASE,Base de cálculo do FCP,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PIS_VBC,TEXT,PIS_BASE,Base de cálculo do PIS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,COFINS_VBC,TEXT,COFINS_BASE,Base de cálculo da COFINS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,PIS_CST,TEXT,PIS_CST_CODE,CST do PIS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,COFINS_CST,TEXT,COFINS_CST_CODE,CST da COFINS,-,0.99,ENRICHMENT,ALLOWED,OPTIONAL
,CTRVENDA,ID,SALE_ID,Venda vinculada,VENDAS.CONTROLE,0.98,ENRICHMENT,ALLOWED,OPTIONAL
